empID,courseID,startDate,completionDate
72,12,2/2/2023 10:00,4/2/2023 15:00
73,13,3/12/2023 9:45,5/12/2023 17:00
74,14,4/15/2023 11:00,6/15/2023 16:00
75,15,1/19/2023 8:30,3/19/2023 14:30
76,16,2/16/2023 10:30,4/16/2023 15:30
77,17,3/22/2023 9:15,5/22/2023 16:15
78,18,4/25/2023 8:45,6/25/2023 13:45
79,19,1/26/2023 9:00,3/26/2023 14:00
80,20,2/9/2023 10:00,4/9/2023 15:00
81,21,3/15/2023 9:30,5/15/2023 17:30
82,22,4/20/2023 10:00,6/20/2023 14:00
83,23,1/17/2023 9:00,3/17/2023 17:00
84,24,2/22/2023 10:00,4/22/2023 16:00
85,25,3/25/2023 11:00,5/25/2023 16:00
86,26,4/12/2023 8:30,6/12/2023 14:00
87,27,1/21/2023 10:00,3/21/2023 15:00
88,28,2/28/2023 9:45,4/28/2023 17:15
89,29,3/11/2023 11:00,5/11/2023 16:00
90,30,4/18/2023 9:00,6/18/2023 14:00
91,1,1/28/2023 9:00,3/28/2023 17:00
92,2,2/5/2023 10:00,4/5/2023 15:00
93,3,3/2/2023 11:00,5/2/2023 16:00
94,4,4/7/2023 8:30,6/7/2023 14:00
95,5,1/23/2023 9:30,3/23/2023 17:30
96,6,2/12/2023 10:00,4/12/2023 16:00
97,7,3/9/2023 8:45,5/9/2023 13:30
98,8,1/26/2023 9:15,3/26/2023 15:45
99,9,2/19/2023 11:30,4/19/2023 17:15
100,10,3/23/2023 10:30,5/23/2023 16:30
101,11,4/2/2023 9:00,6/2/2023 14:00
102,12,1/15/2023 10:00,3/15/2023 15:00
103,13,2/24/2023 9:45,4/24/2023 17:00
104,14,3/17/2023 11:00,5/17/2023 16:00
105,15,4/20/2023 8:30,6/20/2023 14:30
106,16,1/31/2023 10:30,3/31/2023 15:30
107,17,2/18/2023 9:15,4/18/2023 16:15
108,18,3/28/2023 8:45,5/28/2023 13:45
109,19,4/10/2023 9:00,6/10/2023 14:00
110,20,1/20/2023 10:00,3/20/2023 15:00
111,21,2/6/2023 9:30,4/6/2023 17:30
112,22,3/15/2023 10:00,5/15/2023 14:00
113,23,4/25/2023 9:00,6/25/2023 17:00
114,24,1/18/2023 10:00,3/18/2023 16:00
115,25,2/22/2023 11:00,4/22/2023 16:00
116,26,3/5/2023 8:30,5/5/2023 14:00
117,27,4/15/2023 9:00,6/15/2023 14:00
118,28,1/12/2023 10:00,3/12/2023 15:00
119,29,2/9/2023 9:45,4/9/2023 17:15
120,30,3/30/2023 11:00,5/30/2023 16:00
121,1,1/5/2023 9:00,3/5/2023 17:00
122,2,2/11/2023 10:00,4/11/2023 15:00
123,3,3/14/2023 11:00,5/14/2023 16:00
124,4,4/9/2023 8:30,6/9/2023 14:00
125,5,1/29/2023 9:30,3/29/2023 17:30
126,6,2/17/2023 10:00,4/17/2023 16:00
128,8,1/16/2023 9:15,3/16/2023 15:45
127,7,3/26/2023 8:45,5/26/2023 13:30
129,9,2/20/2023 11:30,4/20/2023 17:15
130,10,3/15/2023 10:30,5/15/2023 16:30
131,11,4/21/2023 9:00,6/21/2023 14:00
132,12,1/25/2023 10:00,3/25/2023 15:00
133,13,2/4/2023 9:45,4/4/2023 17:00
134,14,3/10/2023 11:00,5/10/2023 16:00
135,15,4/12/2023 8:30,6/12/2023 14:30
136,16,1/30/2023 10:30,3/30/2023 15:30
137,17,2/14/2023 9:15,4/14/2023 16:15
138,18,3/29/2023 8:45,5/29/2023 13:45
139,19,4/3/2023 9:00,6/3/2023 14:00
140,20,1/24/2023 10:00,3/24/2023 15:00
141,21,2/19/2023 9:30,4/19/2023 17:30
142,22,3/8/2023 10:00,5/8/2023 14:00
143,23,4/28/2023 9:00,6/28/2023 17:00
144,24,1/11/2023 10:00,3/11/2023 16:00
145,25,2/28/2023 11:00,4/28/2023 16:00
146,26,3/6/2023 8:30,5/6/2023 14:00
147,27,4/16/2023 9:00,6/16/2023 14:00
148,28,1/12/2023 10:00,3/12/2023 15:00
149,29,2/8/2023 9:45,4/8/2023 17:15
150,30,3/19/2023 11:00,5/19/2023 16:00
